UserId,UserRole,UserCity,UserState,UserZip,UserCountry,MembershipType,Bike,CheckoutKioskName,CO Lat,CO Long,ReturnKioskName,R Lat,R Long,DurationMins,UsageFee,Distance,EstimatedCarbonOffset,EstimatedCaloriesBurned,CO Count,CheckoutDateLocal,Checkout Month,CO DoW (data),CO DoW,CheckoutTimeLocal,CO Time (nearest hr),Return Count,ReturnDateLocal,Return Month,R DoW (data),R DoW,ReturnTimeLocal,Return Time (nearest hr),TripRouteCategory
1095886,Demo Member,,,,UNITED STATES,,5418,Ogden/Marshall,43.0482,-87.90086,US Bank Center,43.03886,-87.90272,5,0,0.8,0.7,30,-1,1/5/2017,1-Jan-17,Thursday,Thursday,12:58:27,13:00:00,1,1/5/2017,1-Jan-17,Thursday,Thursday,13:03:55,13:00:00,One Way
1095886,Demo Member,,,,UNITED STATES,,5418,US Bank Center,43.03886,-87.90272,Ogden/Marshall,43.0482,-87.90086,7,0,1.1,1,42,-1,1/5/2017,1-Jan-17,Thursday,Thursday,17:45:11,18:00:00,1,1/5/2017,1-Jan-17,Thursday,Thursday,17:52:22,18:00:00,One Way
1095886,Demo Member,,,,UNITED STATES,,11095,US Bank Center,43.03886,-87.90272,Ogden/Marshall,43.0482,-87.90086,7,0,1.1,1,42,-1,1/3/2017,1-Jan-17,Tuesday,Tuesday,17:51:45,18:00:00,1,1/3/2017,1-Jan-17,Tuesday,Tuesday,17:58:13,18:00:00,One Way
1095886,Demo Member,,,,UNITED STATES,,11095,US Bank Center,43.03886,-87.90272,Ogden/Marshall,43.0482,-87.90086,7,0,1.1,1,42,-1,1/3/2017,1-Jan-17,Tuesday,Tuesday,12:09:37,12:00:00,1,1/3/2017,1-Jan-17,Tuesday,Tuesday,12:16:39,12:00:00,One Way
1095886,Demo Member,,,,UNITED STATES,,11095,Ogden/Marshall,43.0482,-87.90086,US Bank Center,43.03886,-87.90272,5,0,0.8,0.7,30,-1,1/3/2017,1-Jan-17,Tuesday,Tuesday,14:33:11,15:00:00,1,1/3/2017,1-Jan-17,Tuesday,Tuesday,14:38:24,15:00:00,One Way
1095886,Demo Member,,,,UNITED STATES,,11108,US Bank Center,43.03886,-87.90272,Ogden/Marshall,43.0482,-87.90086,7,0,1.1,1,42,-1,1/30/2017,1-Jan-17,Monday,Monday,12:20:35,12:00:00,1,1/30/2017,1-Jan-17,Monday,Monday,12:27:31,12:00:00,One Way
1095886,Demo Member,,,,UNITED STATES,,11146,Ogden/Marshall,43.0482,-87.90086,Ogden/Jackson,43.04824,-87.90497,3,0,0.5,0.4,18,-1,1/30/2017,1-Jan-17,Monday,Monday,9:23:50,9:00:00,1,1/30/2017,1-Jan-17,Monday,Monday,9:26:09,9:00:00,One Way
1095886,Demo Member,,,,UNITED STATES,,108,Ogden/Jackson,43.04824,-87.90497,US Bank Center,43.03886,-87.90272,94,0,14.1,13.4,564,-1,1/30/2017,1-Jan-17,Monday,Monday,9:26:17,9:00:00,1,1/30/2017,1-Jan-17,Monday,Monday,11:00:35,11:00:00,One Way
1095886,Demo Member,,,,UNITED STATES,,5438,Ogden/Marshall,43.0482,-87.90086,US Bank Center,43.03886,-87.90272,6,0,0.9,0.9,36,-1,1/26/2017,1-Jan-17,Thursday,Thursday,8:18:21,8:00:00,1,1/26/2017,1-Jan-17,Thursday,Thursday,8:24:51,8:00:00,One Way
1095886,Demo Member,,,,UNITED STATES,,5425,US Bank Center,43.03886,-87.90272,Ogden/Marshall,43.0482,-87.90086,6,0,0.9,0.9,36,-1,1/26/2017,1-Jan-17,Thursday,Thursday,12:56:38,13:00:00,1,1/26/2017,1-Jan-17,Thursday,Thursday,13:02:59,13:00:00,One Way
1095886,Demo Member,,,,UNITED STATES,,5425,Ogden/Marshall,43.0482,-87.90086,US Bank Center,43.03886,-87.90272,5,0,0.8,0.7,30,-1,1/27/2017,1-Jan-17,Friday,Friday,8:23:03,8:00:00,1,1/27/2017,1-Jan-17,Friday,Friday,8:28:42,8:00:00,One Way
1095886,Demo Member,,,,UNITED STATES,,5425,US Bank Center,43.03886,-87.90272,Ogden/Marshall,43.0482,-87.90086,6,0,0.9,0.9,36,-1,1/27/2017,1-Jan-17,Friday,Friday,15:31:14,16:00:00,1,1/27/2017,1-Jan-17,Friday,Friday,15:37:35,16:00:00,One Way
1144229,Demo Member,,,,UNITED STATES,,5448,Wisconsin Center,43.03913,-87.91615,US Bank Center,43.03886,-87.90272,10,0,1.5,1.4,60,-1,1/21/2017,1-Jan-17,Saturday,Saturday,16:21:01,16:00:00,1,1/21/2017,1-Jan-17,Saturday,Saturday,16:31:53,17:00:00,One Way
1144229,Demo Member,,,,UNITED STATES,,5448,411 East Wisconsin ,43.03872,-87.90534,Wisconsin Center,43.03913,-87.91615,20,0,3,2.9,120,-1,1/21/2017,1-Jan-17,Saturday,Saturday,15:02:19,15:00:00,1,1/21/2017,1-Jan-17,Saturday,Saturday,15:22:57,15:00:00,One Way
1171974,Demo Member,,,,UNITED STATES,,5442,Central Library,43.03865,-87.92193,Water/Wisconsin,43.03858,-87.90934,77,0,11.6,11,462,-1,1/22/2017,1-Jan-17,Sunday,Sunday,21:51:51,22:00:00,1,1/22/2017,1-Jan-17,Sunday,Sunday,23:08:19,23:00:00,One Way
1171974,Demo Member,,,,UNITED STATES,,78,Water/Wisconsin,43.03858,-87.90934,S. 2nd/Virginia,43.02623,-87.91281,7,0,1.1,1,42,-1,1/29/2017,1-Jan-17,Sunday,Sunday,20:43:19,21:00:00,1,1/29/2017,1-Jan-17,Sunday,Sunday,20:50:54,21:00:00,One Way
1171974,Demo Member,,,,UNITED STATES,,5468,Red Arrow Park,43.04249,-87.90996,Kenilworth Square,43.05862,-87.88532,13,0,2,1.9,78,-1,1/31/2017,1-Jan-17,Tuesday,Tuesday,18:41:18,19:00:00,1,1/31/2017,1-Jan-17,Tuesday,Tuesday,18:54:05,19:00:00,One Way
1197977,Demo Member,,,,UNITED STATES,,5477,Sandburg Hall,43.07853,-87.88262,Oakland/Kenwood,43.074656,-87.889012,5,0,0.8,0.7,30,-1,1/30/2017,1-Jan-17,Monday,Monday,8:24:35,8:00:00,1,1/30/2017,1-Jan-17,Monday,Monday,8:29:53,8:00:00,One Way
1197977,Demo Member,,,,UNITED STATES,,19,Sandburg Hall,43.07853,-87.88262,UWM Student Union ,43.07489,-87.88281,2,0,0.3,0.3,12,-1,1/27/2017,1-Jan-17,Friday,Friday,18:38:51,19:00:00,1,1/27/2017,1-Jan-17,Friday,Friday,18:40:47,19:00:00,One Way
1198388,Demo Member,,,,UNITED STATES,,5,Burns Commons,43.04804,-87.89672,Ogden/Marshall,43.0482,-87.90086,3,0,0.5,0.4,18,-1,1/7/2017,1-Jan-17,Saturday,Saturday,8:51:47,9:00:00,1,1/7/2017,1-Jan-17,Saturday,Saturday,8:54:13,9:00:00,One Way
1198388,Demo Member,,,,UNITED STATES,,11073,Burns Commons,43.04804,-87.89672,Ogden/Jackson,43.04824,-87.90497,3,0,0.5,0.4,18,-1,1/15/2017,1-Jan-17,Sunday,Sunday,15:11:25,15:00:00,1,1/15/2017,1-Jan-17,Sunday,Sunday,15:14:28,15:00:00,One Way
1200585,Demo Member,,,,UNITED STATES,,11151,411 East Wisconsin ,43.03872,-87.90534,MIAD,43.03148,-87.90817,4,0,0.6,0.6,24,-1,1/17/2017,1-Jan-17,Tuesday,Tuesday,13:24:21,13:00:00,1,1/17/2017,1-Jan-17,Tuesday,Tuesday,13:28:42,13:00:00,One Way
1200585,Demo Member,,,,UNITED STATES,,5470,Public Market,43.03519,-87.90739,S. 2nd/Virginia,43.02623,-87.91281,8,0,1.2,1.1,48,-1,1/27/2017,1-Jan-17,Friday,Friday,19:28:39,19:00:00,1,1/27/2017,1-Jan-17,Friday,Friday,19:36:52,20:00:00,One Way
1200594,Demo Member,,,,UNITED STATES,,5486,Public Market,43.03519,-87.90739,S. 2nd/Virginia,43.02623,-87.91281,8,0,1.2,1.1,48,-1,1/27/2017,1-Jan-17,Friday,Friday,19:28:45,19:00:00,1,1/27/2017,1-Jan-17,Friday,Friday,19:36:59,20:00:00,One Way
1257611,Demo Member,,,,UNITED STATES,,5531,Red Arrow Park,43.04249,-87.90996,Central Library,43.03865,-87.92193,8,0,1.2,1.1,48,-1,1/17/2017,1-Jan-17,Tuesday,Tuesday,16:50:45,17:00:00,1,1/17/2017,1-Jan-17,Tuesday,Tuesday,16:58:09,17:00:00,One Way
1257611,Demo Member,,,,UNITED STATES,,11000,Central Library,43.03865,-87.92193,Red Arrow Park,43.04249,-87.90996,8,0,1.2,1.1,48,-1,1/17/2017,1-Jan-17,Tuesday,Tuesday,7:50:25,8:00:00,1,1/17/2017,1-Jan-17,Tuesday,Tuesday,7:58:07,8:00:00,One Way
1257611,Demo Member,,,,UNITED STATES,,11127,Central Library,43.03865,-87.92193,Red Arrow Park,43.04249,-87.90996,10,0,1.5,1.4,60,-1,1/10/2017,1-Jan-17,Tuesday,Tuesday,7:39:27,8:00:00,1,1/10/2017,1-Jan-17,Tuesday,Tuesday,7:49:07,8:00:00,One Way
1257611,Demo Member,,,,UNITED STATES,,5712,Central Library,43.03865,-87.92193,Red Arrow Park,43.04249,-87.90996,7,0,1.1,1,42,-1,1/6/2017,1-Jan-17,Friday,Friday,7:50:00,8:00:00,1,1/6/2017,1-Jan-17,Friday,Friday,7:57:33,8:00:00,One Way
1257611,Demo Member,,,,UNITED STATES,,5479,Wisconsin Center,43.03913,-87.91615,Central Library,43.03865,-87.92193,4,0,0.6,0.6,24,-1,1/22/2017,1-Jan-17,Sunday,Sunday,17:08:43,17:00:00,1,1/22/2017,1-Jan-17,Sunday,Sunday,17:12:23,17:00:00,One Way
1257611,Demo Member,,,,UNITED STATES,,5479,Central Library,43.03865,-87.92193,Red Arrow Park,43.04249,-87.90996,7,0,1.1,1,42,-1,1/23/2017,1-Jan-17,Monday,Monday,7:19:51,7:00:00,1,1/23/2017,1-Jan-17,Monday,Monday,7:26:39,7:00:00,One Way
1257611,Demo Member,,,,UNITED STATES,,5442,Central Library,43.03865,-87.92193,Red Arrow Park,43.04249,-87.90996,7,0,1.1,1,42,-1,1/18/2017,1-Jan-17,Wednesday,Wednesday,7:52:13,8:00:00,1,1/18/2017,1-Jan-17,Wednesday,Wednesday,7:59:33,8:00:00,One Way
1257611,Demo Member,,,,UNITED STATES,,5442,Red Arrow Park,43.04249,-87.90996,Central Library,43.03865,-87.92193,7,0,1.1,1,42,-1,1/18/2017,1-Jan-17,Wednesday,Wednesday,16:55:03,17:00:00,1,1/18/2017,1-Jan-17,Wednesday,Wednesday,17:02:33,17:00:00,One Way
1257611,Demo Member,,,,UNITED STATES,,5442,Central Library,43.03865,-87.92193,Red Arrow Park,43.04249,-87.90996,9,0,1.4,1.3,54,-1,1/19/2017,1-Jan-17,Thursday,Thursday,8:35:25,9:00:00,1,1/19/2017,1-Jan-17,Thursday,Thursday,8:44:33,9:00:00,One Way
1257611,Demo Member,,,,UNITED STATES,,5455,Central Library,43.03865,-87.92193,Wisconsin Center,43.03913,-87.91615,3,0,0.5,0.4,18,-1,1/28/2017,1-Jan-17,Saturday,Saturday,10:16:43,10:00:00,1,1/28/2017,1-Jan-17,Saturday,Saturday,10:19:27,10:00:00,One Way
1257611,Demo Member,,,,UNITED STATES,,5468,Central Library,43.03865,-87.92193,Red Arrow Park,43.04249,-87.90996,7,0,1.1,1,42,-1,1/30/2017,1-Jan-17,Monday,Monday,7:20:43,7:00:00,1,1/30/2017,1-Jan-17,Monday,Monday,7:27:37,7:00:00,One Way
1257611,Demo Member,,,,UNITED STATES,,5479,Central Library,43.03865,-87.92193,Red Arrow Park,43.04249,-87.90996,7,0,1.1,1,42,-1,1/27/2017,1-Jan-17,Friday,Friday,7:36:07,8:00:00,1,1/27/2017,1-Jan-17,Friday,Friday,7:43:10,8:00:00,One Way
1257611,Demo Member,,,,UNITED STATES,,5522,Red Arrow Park,43.04249,-87.90996,Central Library,43.03865,-87.92193,9,0,1.4,1.3,54,-1,1/27/2017,1-Jan-17,Friday,Friday,17:10:38,17:00:00,1,1/27/2017,1-Jan-17,Friday,Friday,17:19:08,17:00:00,One Way
1257611,Demo Member,,,,UNITED STATES,,5479,Red Arrow Park,43.04249,-87.90996,Central Library,43.03865,-87.92193,8,0,1.2,1.1,48,-1,1/25/2017,1-Jan-17,Wednesday,Wednesday,17:21:53,17:00:00,1,1/25/2017,1-Jan-17,Wednesday,Wednesday,17:29:35,17:00:00,One Way
1257611,Demo Member,,,,UNITED STATES,,5479,Central Library,43.03865,-87.92193,Red Arrow Park,43.04249,-87.90996,7,0,1.1,1,42,-1,1/26/2017,1-Jan-17,Thursday,Thursday,7:24:12,7:00:00,1,1/26/2017,1-Jan-17,Thursday,Thursday,7:31:01,8:00:00,One Way
1257611,Demo Member,,,,UNITED STATES,,5522,Wisconsin Center,43.03913,-87.91615,Central Library,43.03865,-87.92193,3,0,0.5,0.4,18,-1,1/24/2017,1-Jan-17,Tuesday,Tuesday,19:00:23,19:00:00,1,1/24/2017,1-Jan-17,Tuesday,Tuesday,19:03:01,19:00:00,One Way
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
